Date,sp500_ret,nasdaq_ret,nifty_ret,gift_nifty_ret,vix_india_ret,usdinr_ret,crude_ret,sp500_mom_3d,sp500_mom_5d,sp500_mom_10d,nasdaq_mom_3d,nasdaq_mom_5d,nasdaq_mom_10d,nifty_mom_3d,nifty_mom_5d,nifty_mom_10d,gift_nifty_mom_3d,gift_nifty_mom_5d,gift_nifty_mom_10d,crude_mom_3d,crude_mom_5d,crude_mom_10d,usdinr_mom_3d,usdinr_mom_5d,usdinr_mom_10d,sp500_vol_5d,sp500_vol_10d,nasdaq_vol_5d,nasdaq_vol_10d,nifty_vol_5d,nifty_vol_10d,gift_nifty_vol_5d,gift_nifty_vol_10d,crude_vol_5d,crude_vol_10d,sp500_nasdaq_div,us_avg_ret,us_nifty_div,gift_nifty_basis,sp500_lag1,sp500_lag2,nasdaq_lag1,nasdaq_lag2,nifty_lag1,nifty_lag2,gift_nifty_lag1,gift_nifty_lag2,crude_lag1,crude_lag2,usdinr_lag1,usdinr_lag2,sp500_up_3d,sp500_up_5d,nasdaq_up_3d,nasdaq_up_5d,nifty_up_3d,nifty_up_5d,crude_up_3d,crude_up_5d,vix_level,vix_high,vix_extreme,vix_mom_3d,vix_rising,usdinr_level,rupee_weak,rupee_very_weak,crude_spike,crude_up,day_of_week,month,is_monday,is_friday,is_month_end,is_month_start,quarter,sp500_nifty_corr_20d,nasdaq_nifty_corr_20d,nifty_dist_ma20,nifty_dist_ma50,nifty_above_ma20,nifty_above_ma50,sp500_dist_ma50,sp500_above_ma50,cross_mom_diff,target
2019-03-26,0.7182725862306283,0.7067718164836645,1.1361384503600025,1.1361384503600025,-1.0797858689380324,-0.3428238594462951,1.1307873033523874,-1.2630796035652092,-0.47226685901455845,0.9919181087191364,-1.864381447552621,-0.37630444525565965,1.365545086562725,-0.3166333632439011,-0.41505680982079074,1.615789405439938,-0.3166333632439011,-0.41505680982079074,1.615789405439938,0.1762151569278836,0.5582818815285884,1.9698315210333828,0.14413801805331916,0.4530521423486644,-1.2362177304303446,1.15575954152529,0.8277038354055035,1.4811547585584797,1.0445174809606057,0.7711734279386541,0.6050522135827252,0.7711734279386541,0.6050522135827252,1.1608418832805436,0.9051033233064634,0.01150076974696379,0.7125222013571464,-0.4236162490028561,0.0,-0.0839020658475631,-1.8974501239482744,-0.06712160625722552,-2.50403165777906,-0.8959700017030503,-0.5568018119008533,-0.8959700017030503,-0.5568018119008533,0.26853693637747256,-1.2231090828019764,0.33439615052608396,0.15256572697353032,0,0,0,0,0,0,1,1,16.489999771118164,0,0,2.8759155887492334,1,68.92340087890625,0,0,0,1,1,3,0,0,1,0,1,0.536321992477627,0.5136383441026225,2.3588683724365653,4.5199071949356995,1,1,2.5732723533653545,1,-0.05721004919376771,0
2019-03-27,-0.46443248906916645,-0.6258858664673128,-0.33266013813597617,-0.33266013813597617,3.395994382748313,0.7313872769408869,-0.20597232180981084,0.16993803131389873,-0.6422639876389358,-0.16747276173421088,0.013764343759126163,-1.0671832156686323,0.04962937465630146,-0.09249168947902398,-0.6492935013798773,0.9247602507388208,-0.09249168947902398,-0.6492935013798773,0.9247602507388208,1.1933519179200491,-0.9640628432008191,0.4439178358197182,0.7229595680206757,0.1650260347926369,-0.5834965149652982,1.1655720074271307,0.816099025731552,1.4969411911816064,1.0499189319708928,0.7794144336282343,0.6193713151307833,0.7794144336282343,0.6193713151307833,0.945549589500363,0.8193089869518583,0.16145337739814636,-0.5451591777682396,-0.21249903963226346,0.0,0.7182725862306283,-0.0839020658475631,0.7067718164836645,-0.06712160625722552,1.1361384503600025,-0.8959700017030503,1.1361384503600025,-0.8959700017030503,1.1307873033523874,0.26853693637747256,-0.3428238594462951,0.33439615052608396,1,0,1,0,0,0,1,0,17.049999237060547,0,0,4.774718699895752,1,69.42749786376953,1,1,0,0,2,3,0,0,1,0,1,0.5575121607752355,0.5424650009677772,1.7289152186300332,4.067117827393972,1,1,1.9564300063034796,1,0.007029513740941518,1
2019-03-28,0.3589481529391092,0.33741668552276227,1.0917400749215211,1.0917400749215211,-2.346038923338001,-0.08281317771283714,-0.01474588819174727,0.612788250100571,-1.3685639396952665,0.2782776294067757,0.41830263553911395,-2.1528506284971716,0.5505856288332334,1.8952183871455475,0.44244657354164385,2.0028356663869484,1.8952183871455475,0.44244657354164385,2.0028356663869484,0.9100690933508293,-0.044503053073674526,0.9028946424723072,0.30575023978175464,0.7927121172813689,-0.4963646457275095,1.0115853769763798,0.8239827799462061,1.2602416658671554,1.0529326535690045,0.9574717286532294,0.6935160163028843,0.9574717286532294,0.6935160163028843,0.8498578961035739,0.7996800488990076,0.021531467416346928,0.34818241923093574,-0.7435576556905854,0.0,-0.46443248906916645,0.7182725862306283,-0.6258858664673128,0.7067718164836645,-0.33266013813597617,1.1361384503600025,-0.33266013813597617,1.1361384503600025,-0.20597232180981084,1.1307873033523874,0.7313872769408869,-0.3428238594462951,1,0,1,0,1,1,1,0,16.649999618530273,0,0,-0.029830409527720647,0,69.37000274658203,0,0,0,0,3,3,0,0,1,0,1,0.5537936410953304,0.5318434972662909,2.485403469474606,5.076225903285546,1,1,2.1890869672803723,1,-1.8110105132369103,0
2019-03-29,0.6734280017363758,0.7843078580405782,0.0,0.0,0.0,0.18739692701594812,0.8404595950886051,0.5679436656063186,1.2023141859893838,0.45321534111575357,0.4958386770960277,1.1354888873224667,0.5798114884432826,0.759079936785545,0.9992483854424972,1.2658369281505433,0.759079936785545,0.9992483854424972,1.2658369281505433,0.619741385087047,2.019065624816907,1.84747396287549,0.8359710262439979,0.8275433173237867,0.24892782668065605,0.5079098766862302,0.8368422610200609,0.5845696412003695,1.0551298427551112,0.8939284806222756,0.6688641949390983,0.8939284806222756,0.6688641949390983,0.5666747704162632,0.8293994419277939,-0.11087985630420238,0.728867929888477,0.728867929888477,0.0,0.3589481529391092,-0.46443248906916645,0.33741668552276227,-0.6258858664673128,1.0917400749215211,-0.33266013813597617,1.0917400749215211,-0.33266013813597617,-0.01474588819174727,-0.20597232180981084,-0.08281317771283714,0.7313872769408869,1,1,1,1,1,1,1,1,16.649999618530273,0,0,1.0499554594103118,1,69.5,1,0,0,1,4,3,0,1,1,0,1,0.5076287267872329,0.4913096297208468,2.1657230475707983,4.94983116413116,1,1,2.7551573982389823,1,0.2030658005468866,1
2019-04-01,1.1568600124275408,1.288474720882915,0.8569610252809001,0.8569610252809001,8.168172021085084,-0.10071898535858326,0.9065693114713946,2.189236167103026,2.4430762642644877,1.2394806634168143,2.4101992644462555,2.4910852144626072,1.5307679055979628,1.9487011002024213,2.7521794124264476,1.8134337179163795,1.9487011002024213,2.7521794124264476,1.8134337179163795,1.7322830183682525,2.657097999910829,2.188234410890322,0.003864763944527727,0.3924281814391195,0.7024562873725992,0.6038548784281298,0.9049640002361214,0.7140228202732722,1.1237453480208621,0.6732112655575548,0.706829375766472,0.6732112655575548,0.706829375766472,0.599484832011088,0.8534464883060118,-0.13161470845537426,1.222667366655228,0.3657063413743278,0.0,0.6734280017363758,0.3589481529391092,0.7843078580405782,0.33741668552276227,0.0,1.0917400749215211,0.0,1.0917400749215211,0.8404595950886051,-0.01474588819174727,0.18739692701594812,-0.08281317771283714,1,1,1,1,1,1,1,1,18.010000228881836,0,0,5.822133097747082,1,69.43000030517578,0,0,0,1,0,4,1,0,0,1,2,0.5239426410045417,0.5104072415368739,2.6760209875241134,5.713562365805125,1,1,3.7960236360526047,1,-0.30910314816195994,1
2019-04-02,0.001745570720723677,0.2526505575039639,0.37748939051200914,0.37748939051200914,0.3886712600478681,-0.3380427235103234,0.521664395316046,1.8320335848846403,1.726549248754583,1.2542823897400246,2.325433136427457,2.0369639554829067,1.660659510227247,1.2344504157929093,1.9935303525784542,1.5784735427576635,1.2344504157929093,1.9935303525784542,1.5784735427576635,2.268693301876046,2.0479750918744877,2.606256973403076,-0.2513647818529585,0.39720931737509124,0.8502614597237557,0.6205199957737085,0.9047270895754828,0.7097318037595195,1.1241066104873876,0.588346612160638,0.6947077706877637,0.588346612160638,0.6947077706877637,0.5010428205256774,0.8574062780016404,-0.25090498678324025,0.1271980641123438,-0.25029132639966534,0.0,1.1568600124275408,0.6734280017363758,1.288474720882915,0.7843078580405782,0.8569610252809001,0.0,0.8569610252809001,0.0,0.9065693114713946,0.8404595950886051,-0.10071898535858326,0.18739692701594812,1,1,1,1,1,1,1,1,18.079999923706055,0,0,8.556843281132952,1,69.19529724121094,0,0,0,1,1,4,0,0,0,1,2,0.5706209492661538,0.5475074884745299,2.735586467456438,5.960865384340507,1,1,3.6220216947718606,1,-0.2669811038238712,0
2019-04-03,0.2148376881724312,0.5970405714976534,-0.5912133221091298,-0.5912133221091298,3.8716856520647935,-0.4120153048117192,-0.08650019549154564,1.3734432713206957,2.4058194259961807,1.763555438357245,2.1381658498845324,3.259890393447873,2.1927071777792406,0.6432370936837795,1.7349771686053006,1.0856836672254233,0.6432370936837795,1.7349771686053006,1.0856836672254233,1.341733511295895,2.167447218192753,1.2033843749919337,-0.8507770136806259,-0.7461932643775149,-0.581167229584878,0.4497885602011213,0.8927207267169148,0.4135422030972893,1.1313589142789648,0.6738473245313529,0.7314143807475949,0.6738473245313529,0.7314143807475949,0.4659689434734407,0.776416258373843,-0.38220288332522223,0.4059391298350423,0.9971524519441721,0.0,0.001745570720723677,1.1568600124275408,0.2526505575039639,1.288474720882915,0.37748939051200914,0.8569610252809001,0.37748939051200914,0.8569610252809001,0.521664395316046,0.9065693114713946,-0.3380427235103234,-0.10071898535858326,1,1,1,1,1,1,1,1,18.780000686645508,0,0,12.428528933197747,1,68.91020202636719,0,0,0,0,2,4,0,0,0,1,2,0.5829716009007955,0.5409176766120077,1.8642097702322922,5.179803676034096,1,1,3.6687760265468135,1,0.6708422573908801,0
2019-04-04,0.20846350796801527,-0.047748663798075075,-0.3946272059030087,-0.3946272059030087,-0.6922314343027591,-0.08736522383587797,0.12985712084185863,0.42504676686117016,2.2553347810250868,0.8867708413298203,0.8019424652035423,2.8747250441270356,0.721874415629864,-0.6083511375001294,0.24860988778077076,0.6910564613224146,-0.6083511375001294,0.24860988778077076,0.6910564613224146,0.565021320666359,2.312050227226359,2.2675471741526843,-0.8374232521579206,-0.7507453105005557,0.041966806780813215,0.464795299139026,0.8347070526611642,0.5111425412221335,1.0501616134743172,0.5851886207491727,0.7483722037546086,0.5851886207491727,0.7483722037546086,0.4346273961189633,0.6831277743175337,0.25621217176609035,0.0803574220849701,0.4749846279879788,0.0,0.2148376881724312,0.001745570720723677,0.5970405714976534,0.2526505575039639,-0.5912133221091298,0.37748939051200914,-0.5912133221091298,0.37748939051200914,-0.08650019549154564,0.521664395316046,-0.4120153048117192,-0.3380427235103234,1,1,1,1,0,1,1,1,18.649999618530273,0,0,3.5681254778099025,1,68.8499984741211,0,0,0,1,3,4,0,0,0,1,2,0.5752832781250903,0.5523524614812165,1.2232224367185816,4.623316376542365,1,1,3.70748908949557,1,2.006724893244316,1
2019-04-05,0.4636432770241061,0.5944179580154252,0.5858785593421345,0.5858785593421345,-1.3941031324392394,0.1748721536179998,1.3544593535220528,0.8869444731645526,2.045550056312817,3.247864242302201,1.1437098657150035,2.6848351441018825,3.820324031424349,-0.399961968670004,0.8344884471229053,1.8337368325654024,-0.399961968670004,0.8344884471229053,1.8337368325654024,1.3978162788723658,2.8260499856598065,4.8451156104767135,-0.3245083750295974,-0.763270083898504,0.06427323342528268,0.44890157148810805,0.4605606400150525,0.4985984226009023,0.5376218820026424,0.6297070261832571,0.7291753982636331,0.6297070261832571,0.7291753982636331,0.5821501630914073,0.5482496194576578,-0.13077468099131906,0.5290306175197657,-0.05684794182236885,0.0,0.20846350796801527,0.2148376881724312,-0.047748663798075075,0.5970405714976534,-0.3946272059030087,-0.5912133221091298,-0.3946272059030087,-0.5912133221091298,0.12985712084185863,-0.08650019549154564,-0.08736522383587797,-0.4120153048117192,1,1,1,1,0,1,1,1,18.389999389648438,0,0,1.785351085322795,1,68.97039794921875,1,0,0,1,4,4,0,1,0,1,2,0.5674634295614377,0.5458605330466154,1.5368779784817277,5.068445079015514,1,1,4.017500298743875,1,1.2110616091899118,0
2019-04-08,0.10474599539205265,0.191340655931449,-0.5267483083991831,-0.5267483083991831,9.570420268053548,0.27490882832112984,1.0804693997703119,0.776852780384174,0.9934360392773289,3.4365123035418166,0.7380099501487991,1.5877010791504165,4.078786293613024,-0.33549695496005727,-0.5492208865571779,2.2029585258692697,-0.33549695496005727,-0.5492208865571779,2.2029585258692697,2.5647858741342233,2.9999500739587237,5.657048073869553,0.36241575810325166,-0.38764227021879094,0.004785911220328565,0.17187865813129805,0.4455804737742483,0.2776484716292523,0.5195381855573048,0.549579569780242,0.6758475205898211,0.549579569780242,0.6758475205898211,0.6120688425186084,0.5723048994724569,-0.08659466053939635,0.14804332566175082,0.6747916340609339,0.0,0.4636432770241061,0.20846350796801527,0.5944179580154252,-0.047748663798075075,0.5858785593421345,-0.3946272059030087,0.5858785593421345,-0.3946272059030087,1.3544593535220528,0.12985712084185863,0.1748721536179998,-0.08736522383587797,1,1,1,1,0,0,1,1,20.149999618530273,1,0,7.48408570131155,1,69.16000366210938,1,0,0,1,0,4,1,0,0,0,2,0.4921123770346097,0.45841268454437406,0.8105581660855584,4.3377789064478485,1,1,3.9381483177134253,1,1.5426569258345069,1
